Gene_Ensembl_ID	current_dataset	previous_dataset
ENSG00000275377	NA	All Cohorts
ENSG00000252628	NA	All Cohorts
ENSG00000200526	NA	All Cohorts
ENSG00000253064	NA	All Cohorts
ENSG00000265355	NA	All Cohorts
ENSG00000206722	NA	All Cohorts
ENSG00000266776	NA	All Cohorts
ENSG00000276169	NA	All Cohorts
ENSG00000252747	NA	All Cohorts
ENSG00000216031	NA	All Cohorts
ENSG00000275110	NA	All Cohorts
ENSG00000221445	NA	All Cohorts
ENSG00000199143	NA	All Cohorts
ENSG00000252866	NA	All Cohorts
ENSG00000202264	NA	All Cohorts
ENSG00000264357	NA	All Cohorts
ENSG00000199107	NA	All Cohorts
ENSG00000252013	NA	All Cohorts
ENSG00000200852	NA	All Cohorts
ENSG00000251785	NA	All Cohorts
ENSG00000200366	NA	All Cohorts
ENSG00000201642	NA	All Cohorts
ENSG00000255430	NA	All Cohorts
ENSG00000266594	NA	All Cohorts
ENSG00000212221	NA	All Cohorts
ENSG00000253097	NA	All Cohorts
ENSG00000199121	NA	All Cohorts
ENSG00000200650	NA	All Cohorts
ENSG00000251862	NA	All Cohorts
ENSG00000200812	NA	All Cohorts
ENSG00000264419	NA	All Cohorts
ENSG00000263762	NA	All Cohorts
ENSG00000266146	NA	All Cohorts
ENSG00000284031	NA	All Cohorts
ENSG00000207805	NA	All Cohorts
ENSG00000264141	NA	All Cohorts
ENSG00000264792	NA	All Cohorts
ENSG00000264563	NA	All Cohorts
ENSG00000206963	NA	All Cohorts
ENSG00000263752	NA	All Cohorts
ENSG00000253063	NA	All Cohorts
ENSG00000216077	NA	All Cohorts
ENSG00000273932	NA	All Cohorts
ENSG00000227108	NA	All Cohorts
ENSG00000278549	NA	All Cohorts
ENSG00000253820	NA	All Cohorts
ENSG00000265135	NA	All Cohorts
ENSG00000266124	NA	All Cohorts
ENSG00000207804	NA	All Cohorts
ENSG00000252074	NA	All Cohorts
ENSG00000270395	NA	All Cohorts
ENSG00000252031	NA	All Cohorts
ENSG00000252506	NA	All Cohorts
ENSG00000222488	NA	All Cohorts
ENSG00000264511	NA	All Cohorts
ENSG00000278223	NA	All Cohorts
ENSG00000277817	NA	All Cohorts
ENSG00000276181	NA	All Cohorts
ENSG00000266583	NA	All Cohorts
ENSG00000276270	NA	All Cohorts
ENSG00000264268	NA	All Cohorts
ENSG00000257366	NA	All Cohorts
ENSG00000265373	NA	All Cohorts
ENSG00000200898	NA	All Cohorts
ENSG00000201330	NA	All Cohorts
ENSG00000264037	NA	All Cohorts
ENSG00000274034	NA	All Cohorts
ENSG00000206686	NA	All Cohorts
ENSG00000200303	NA	All Cohorts
ENSG00000284195	NA	All Cohorts
ENSG00000266517	NA	All Cohorts
ENSG00000199092	NA	All Cohorts
ENSG00000263712	NA	All Cohorts
ENSG00000252067	NA	All Cohorts
ENSG00000275868	NA	All Cohorts
ENSG00000200974	NA	All Cohorts
ENSG00000283672	NA	All Cohorts
ENSG00000238590	NA	All Cohorts
ENSG00000199102	NA	All Cohorts
ENSG00000207298	NA	All Cohorts
ENSG00000264480	NA	All Cohorts
ENSG00000264585	NA	All Cohorts
ENSG00000199094	NA	All Cohorts
ENSG00000206747	NA	All Cohorts
ENSG00000199047	NA	All Cohorts
ENSG00000266745	NA	All Cohorts
ENSG00000253077	NA	All Cohorts
ENSG00000266417	NA	All Cohorts
ENSG00000277202	NA	All Cohorts
ENSG00000284553	NA	All Cohorts
ENSG00000264986	NA	All Cohorts
ENSG00000200733	NA	All Cohorts
ENSG00000207199	NA	All Cohorts
ENSG00000252408	NA	All Cohorts
ENSG00000266415	NA	All Cohorts
ENSG00000224219	NA	All Cohorts
ENSG00000276489	NA	All Cohorts
ENSG00000275770	NA	All Cohorts
ENSG00000263533	NA	All Cohorts
ENSG00000238365	NA	All Cohorts
ENSG00000277723	NA	All Cohorts
ENSG00000207994	NA	All Cohorts
ENSG00000208005	NA	All Cohorts
ENSG00000266019	NA	All Cohorts
ENSG00000263403	NA	All Cohorts
ENSG00000264661	NA	All Cohorts
ENSG00000275141	NA	All Cohorts
ENSG00000212446	NA	All Cohorts
ENSG00000266555	NA	All Cohorts
ENSG00000277889	NA	All Cohorts
ENSG00000207755	NA	All Cohorts
ENSG00000252532	NA	All Cohorts
ENSG00000278418	NA	All Cohorts
ENSG00000277904	NA	All Cohorts
ENSG00000264999	NA	All Cohorts
ENSG00000283656	NA	All Cohorts
ENSG00000202497	NA	All Cohorts
ENSG00000275107	NA	All Cohorts
ENSG00000253056	NA	All Cohorts
ENSG00000199350	NA	All Cohorts
ENSG00000266655	NA	All Cohorts
ENSG00000266758	NA	All Cohorts
ENSG00000199960	NA	All Cohorts
ENSG00000272036	NA	All Cohorts
ENSG00000263675	NA	All Cohorts
ENSG00000207065	NA	All Cohorts
ENSG00000263409	NA	All Cohorts
ENSG00000201326	NA	All Cohorts
ENSG00000252469	NA	All Cohorts
ENSG00000252156	NA	All Cohorts
ENSG00000265092	NA	All Cohorts
ENSG00000252125	NA	All Cohorts
ENSG00000223175	NA	All Cohorts
ENSG00000264157	NA	All Cohorts
ENSG00000201671	NA	All Cohorts
ENSG00000265483	NA	All Cohorts
ENSG00000265981	NA	All Cohorts
ENSG00000252183	NA	All Cohorts
ENSG00000266104	NA	All Cohorts
ENSG00000284035	NA	All Cohorts
ENSG00000252593	NA	All Cohorts
ENSG00000252030	NA	All Cohorts
ENSG00000266738	NA	All Cohorts
ENSG00000263600	NA	All Cohorts
ENSG00000265003	NA	All Cohorts
ENSG00000207639	NA	All Cohorts
ENSG00000199577	NA	All Cohorts
ENSG00000252943	NA	All Cohorts
ENSG00000199551	NA	All Cohorts
ENSG00000277698	NA	All Cohorts
ENSG00000206730	NA	All Cohorts
ENSG00000252833	NA	All Cohorts
ENSG00000253043	NA	All Cohorts
ENSG00000276765	NA	All Cohorts
ENSG00000278524	NA	All Cohorts
ENSG00000200213	NA	All Cohorts
ENSG00000252735	NA	All Cohorts
ENSG00000239030	NA	All Cohorts
ENSG00000252815	NA	All Cohorts
ENSG00000266107	NA	All Cohorts
ENSG00000251991	NA	All Cohorts
ENSG00000202024	NA	All Cohorts
ENSG00000207347	NA	All Cohorts
ENSG00000277888	NA	All Cohorts
ENSG00000251958	NA	All Cohorts
ENSG00000266668	NA	All Cohorts
ENSG00000266750	NA	All Cohorts
ENSG00000207598	NA	All Cohorts
ENSG00000276124	NA	All Cohorts
ENSG00000264004	NA	All Cohorts
ENSG00000251794	NA	All Cohorts
ENSG00000200986	NA	All Cohorts
ENSG00000278359	NA	All Cohorts
ENSG00000277057	NA	All Cohorts
ENSG00000206613	NA	All Cohorts
ENSG00000202445	NA	All Cohorts
ENSG00000278598	NA	All Cohorts
ENSG00000207654	NA	All Cohorts
ENSG00000251977	NA	All Cohorts
ENSG00000207364	NA	All Cohorts
ENSG00000238344	NA	All Cohorts
ENSG00000265507	NA	All Cohorts
ENSG00000275273	NA	All Cohorts
ENSG00000252363	NA	All Cohorts
ENSG00000252121	NA	All Cohorts
ENSG00000265291	NA	All Cohorts
ENSG00000216192	NA	All Cohorts
ENSG00000221214	NA	All Cohorts
ENSG00000276824	NA	All Cohorts
ENSG00000251931	NA	All Cohorts
ENSG00000252720	NA	All Cohorts
ENSG00000199489	NA	All Cohorts
ENSG00000284074	NA	All Cohorts
ENSG00000284047	NA	All Cohorts
ENSG00000264678	NA	All Cohorts
ENSG00000251914	NA	All Cohorts
ENSG00000264763	NA	All Cohorts
ENSG00000264737	NA	All Cohorts
ENSG00000252082	NA	All Cohorts
ENSG00000253066	NA	All Cohorts
ENSG00000204658	NA	All Cohorts
ENSG00000264493	NA	All Cohorts
ENSG00000201431	NA	All Cohorts
ENSG00000252373	NA	All Cohorts
ENSG00000251886	NA	All Cohorts
ENSG00000264119	NA	All Cohorts
ENSG00000201839	NA	All Cohorts
ENSG00000251880	NA	All Cohorts
ENSG00000221604	NA	All Cohorts
ENSG00000252424	NA	All Cohorts
ENSG00000284272	NA	All Cohorts
ENSG00000284062	NA	All Cohorts
ENSG00000264712	NA	All Cohorts
ENSG00000252684	NA	All Cohorts
ENSG00000276352	NA	All Cohorts
ENSG00000212407	NA	All Cohorts
ENSG00000201604	NA	All Cohorts
ENSG00000208004	NA	All Cohorts
ENSG00000252068	NA	All Cohorts
ENSG00000222230	NA	All Cohorts
ENSG00000277713	NA	All Cohorts
ENSG00000263372	NA	All Cohorts
ENSG00000266518	NA	All Cohorts
ENSG00000265422	NA	All Cohorts
ENSG00000275863	NA	All Cohorts
ENSG00000207712	NA	All Cohorts
ENSG00000284517	NA	All Cohorts
ENSG00000274390	NA	All Cohorts
ENSG00000211864	NA	All Cohorts
ENSG00000212146	NA	All Cohorts
ENSG00000266580	NA	All Cohorts
ENSG00000263978	NA	All Cohorts
ENSG00000212560	NA	All Cohorts
ENSG00000221641	NA	All Cohorts
ENSG00000264136	NA	All Cohorts
ENSG00000251875	NA	All Cohorts
ENSG00000270824	NA	All Cohorts
ENSG00000208023	NA	All Cohorts
ENSG00000275967	NA	All Cohorts
ENSG00000235301	NA	All Cohorts
ENSG00000206882	NA	All Cohorts
ENSG00000264226	NA	All Cohorts
ENSG00000264534	NA	All Cohorts
ENSG00000211832	NA	All Cohorts
ENSG00000238704	NA	All Cohorts
ENSG00000206889	NA	All Cohorts
ENSG00000264741	NA	All Cohorts
ENSG00000266852	NA	All Cohorts
ENSG00000199069	NA	All Cohorts
ENSG00000207978	NA	All Cohorts
ENSG00000201135	NA	All Cohorts
ENSG00000201242	NA	All Cohorts
ENSG00000202242	NA	All Cohorts
ENSG00000283419	NA	All Cohorts
ENSG00000252385	NA	All Cohorts
ENSG00000221039	NA	All Cohorts
ENSG00000277842	NA	All Cohorts
ENSG00000228985	NA	All Cohorts
ENSG00000264824	NA	All Cohorts
ENSG00000276598	NA	All Cohorts
ENSG00000272393	NA	All Cohorts
ENSG00000266226	NA	All Cohorts
ENSG00000264536	NA	All Cohorts
ENSG00000252395	NA	All Cohorts
ENSG00000249446	NA	All Cohorts
ENSG00000199286	NA	All Cohorts
ENSG00000238406	NA	All Cohorts
ENSG00000223217	NA	All Cohorts
ENSG00000201700	NA	All Cohorts
ENSG00000265028	NA	All Cohorts
ENSG00000222407	NA	All Cohorts
ENSG00000283326	NA	All Cohorts
ENSG00000280082	NA	All Cohorts
ENSG00000200102	NA	All Cohorts
ENSG00000284158	NA	All Cohorts
ENSG00000207646	NA	All Cohorts
ENSG00000238419	NA	All Cohorts
ENSG00000265247	NA	All Cohorts
ENSG00000252200	NA	All Cohorts
ENSG00000253067	NA	All Cohorts
ENSG00000264452	NA	All Cohorts
ENSG00000266692	NA	All Cohorts
ENSG00000272262	NA	All Cohorts
ENSG00000252263	NA	All Cohorts
ENSG00000252545	NA	All Cohorts
ENSG00000199453	NA	All Cohorts
ENSG00000252909	NA	All Cohorts
ENSG00000201050	NA	All Cohorts
ENSG00000266188	NA	All Cohorts
ENSG00000252066	NA	All Cohorts
ENSG00000276162	NA	All Cohorts
ENSG00000207960	NA	All Cohorts
ENSG00000244253	NA	All Cohorts
ENSG00000201001	NA	All Cohorts
ENSG00000275711	NA	All Cohorts
ENSG00000266802	NA	All Cohorts
ENSG00000252475	NA	All Cohorts
ENSG00000199025	NA	All Cohorts
ENSG00000283673	NA	All Cohorts
ENSG00000284180	NA	All Cohorts
ENSG00000252783	NA	All Cohorts
ENSG00000239320	NA	All Cohorts
ENSG00000264390	NA	All Cohorts
ENSG00000251804	NA	All Cohorts
ENSG00000221263	NA	All Cohorts
ENSG00000238509	NA	All Cohorts
ENSG00000207135	NA	All Cohorts
ENSG00000221331	NA	All Cohorts
ENSG00000283793	NA	All Cohorts
ENSG00000221036	NA	All Cohorts
ENSG00000252046	NA	All Cohorts
ENSG00000265258	NA	All Cohorts
ENSG00000206709	NA	All Cohorts
ENSG00000252033	NA	All Cohorts
ENSG00000283160	NA	All Cohorts
ENSG00000199739	NA	All Cohorts
ENSG00000264857	NA	All Cohorts
ENSG00000264703	NA	All Cohorts
ENSG00000263987	NA	All Cohorts
ENSG00000252590	NA	All Cohorts
ENSG00000210741	NA	All Cohorts
ENSG00000207938	NA	All Cohorts
ENSG00000201687	NA	All Cohorts
ENSG00000263643	NA	All Cohorts
ENSG00000207807	NA	All Cohorts
ENSG00000212215	NA	All Cohorts
ENSG00000222427	NA	All Cohorts
ENSG00000284324	NA	All Cohorts
ENSG00000199130	NA	All Cohorts
ENSG00000266564	NA	All Cohorts
ENSG00000201392	NA	All Cohorts
ENSG00000275662	NA	All Cohorts
ENSG00000238966	NA	All Cohorts
ENSG00000252170	NA	All Cohorts
ENSG00000265561	NA	All Cohorts
ENSG00000201713	NA	All Cohorts
ENSG00000238829	NA	All Cohorts
ENSG00000263800	NA	All Cohorts
ENSG00000207932	NA	All Cohorts
ENSG00000201341	NA	All Cohorts
ENSG00000239189	NA	All Cohorts
ENSG00000265924	NA	All Cohorts
ENSG00000266760	NA	All Cohorts
ENSG00000199986	NA	All Cohorts
ENSG00000222178	NA	All Cohorts
ENSG00000283471	NA	All Cohorts
ENSG00000251907	NA	All Cohorts
ENSG00000284518	NA	All Cohorts
ENSG00000207550	NA	All Cohorts
ENSG00000278799	NA	All Cohorts
ENSG00000264319	NA	All Cohorts
ENSG00000212314	NA	All Cohorts
ENSG00000212040	NA	All Cohorts
ENSG00000199390	NA	All Cohorts
ENSG00000199702	NA	All Cohorts
ENSG00000252073	NA	All Cohorts
ENSG00000252499	NA	All Cohorts
ENSG00000221052	NA	All Cohorts
ENSG00000200875	NA	All Cohorts
ENSG00000265089	NA	All Cohorts
ENSG00000281780	NA	All Cohorts
ENSG00000252521	NA	All Cohorts
ENSG00000252530	NA	All Cohorts
ENSG00000253808	NA	All Cohorts
ENSG00000265606	NA	All Cohorts
ENSG00000272460	NA	All Cohorts
ENSG00000251878	NA	All Cohorts
ENSG00000275449	NA	All Cohorts
ENSG00000199903	NA	All Cohorts
ENSG00000200224	NA	All Cohorts
ENSG00000264014	NA	All Cohorts
ENSG00000199075	NA	All Cohorts
ENSG00000207754	NA	All Cohorts
ENSG00000264101	NA	All Cohorts
ENSG00000271003	NA	All Cohorts
ENSG00000266015	NA	All Cohorts
ENSG00000252979	NA	All Cohorts
ENSG00000264402	NA	All Cohorts
ENSG00000222418	NA	All Cohorts
ENSG00000251843	NA	All Cohorts
ENSG00000252603	NA	All Cohorts
ENSG00000223258	NA	All Cohorts
ENSG00000222246	NA	All Cohorts
ENSG00000252568	NA	All Cohorts
ENSG00000208027	NA	All Cohorts
ENSG00000201780	NA	All Cohorts
ENSG00000283971	NA	All Cohorts
ENSG00000264947	NA	All Cohorts
ENSG00000251702	NA	All Cohorts
ENSG00000200206	NA	All Cohorts
ENSG00000200891	NA	All Cohorts
ENSG00000200897	NA	All Cohorts
ENSG00000200999	NA	All Cohorts
ENSG00000201502	NA	All Cohorts
ENSG00000201666	NA	All Cohorts
ENSG00000283416	NA	All Cohorts
ENSG00000263681	NA	All Cohorts
ENSG00000263918	NA	All Cohorts
ENSG00000221065	NA	All Cohorts
ENSG00000222232	NA	All Cohorts
ENSG00000223245	NA	All Cohorts
ENSG00000202039	NA	All Cohorts
ENSG00000207826	NA	All Cohorts
ENSG00000199156	NA	All Cohorts
ENSG00000206729	NA	All Cohorts
ENSG00000207435	NA	All Cohorts
ENSG00000223179	NA	All Cohorts
ENSG00000274969	NA	All Cohorts
ENSG00000207651	NA	All Cohorts
ENSG00000252244	NA	All Cohorts
ENSG00000200051	NA	All Cohorts
ENSG00000200422	NA	All Cohorts
ENSG00000200706	NA	All Cohorts
ENSG00000252438	NA	All Cohorts
ENSG00000276643	NA	All Cohorts
ENSG00000266204	NA	All Cohorts
ENSG00000223293	NA	All Cohorts
ENSG00000216671	NA	All Cohorts
ENSG00000252117	NA	All Cohorts
ENSG00000238705	NA	All Cohorts
ENSG00000266780	NA	All Cohorts
ENSG00000207750	NA	All Cohorts
ENSG00000212411	NA	All Cohorts
ENSG00000212428	NA	All Cohorts
ENSG00000276917	NA	All Cohorts
ENSG00000275816	NA	All Cohorts
ENSG00000257563	NA	All Cohorts
ENSG00000266291	NA	All Cohorts
ENSG00000251720	NA	All Cohorts
ENSG00000278034	NA	All Cohorts
ENSG00000206852	NA	All Cohorts
ENSG00000265847	NA	All Cohorts
ENSG00000199556	NA	All Cohorts
ENSG00000265521	NA	All Cohorts
ENSG00000221514	NA	All Cohorts
ENSG00000263793	NA	All Cohorts
ENSG00000222457	NA	All Cohorts
ENSG00000212545	NA	All Cohorts
ENSG00000208883	NA	All Cohorts
ENSG00000252320	NA	All Cohorts
ENSG00000222727	NA	All Cohorts
ENSG00000211137	NA	All Cohorts
ENSG00000273836	NA	All Cohorts
ENSG00000266133	NA	All Cohorts
ENSG00000268243	NA	All Cohorts
ENSG00000200638	NA	All Cohorts
ENSG00000238503	NA	All Cohorts
ENSG00000200677	NA	All Cohorts
ENSG00000223087	NA	All Cohorts
ENSG00000211680	NA	All Cohorts
ENSG00000199077	NA	All Cohorts
ENSG00000257381	NA	All Cohorts
ENSG00000238750	NA	All Cohorts
ENSG00000273629	NA	All Cohorts
ENSG00000275108	NA	All Cohorts
ENSG00000272215	NA	All Cohorts
ENSG00000276376	NA	All Cohorts
ENSG00000275504	NA	All Cohorts
ENSG00000275635	NA	All Cohorts
ENSG00000275268	NA	All Cohorts
ENSG00000284144	NA	All Cohorts
ENSG00000266071	NA	All Cohorts
ENSG00000212298	NA	All Cohorts
ENSG00000233156	NA	All Cohorts
ENSG00000263838	NA	All Cohorts
ENSG00000201361	NA	All Cohorts
ENSG00000252094	NA	All Cohorts
ENSG00000251706	NA	All Cohorts
ENSG00000222796	NA	All Cohorts
ENSG00000221616	NA	All Cohorts
ENSG00000222682	NA	All Cohorts
ENSG00000239099	NA	All Cohorts
ENSG00000252003	NA	All Cohorts
ENSG00000206708	NA	All Cohorts
ENSG00000257527	NA	All Cohorts
ENSG00000266454	NA	All Cohorts
ENSG00000222356	NA	All Cohorts
ENSG00000216001	NA	All Cohorts
ENSG00000229234	NA	All Cohorts
ENSG00000212489	NA	All Cohorts
ENSG00000202193	NA	All Cohorts
ENSG00000266144	NA	All Cohorts
ENSG00000265423	NA	All Cohorts
ENSG00000221042	NA	All Cohorts
ENSG00000265527	NA	All Cohorts
ENSG00000212292	NA	All Cohorts
ENSG00000242915	NA	All Cohorts
ENSG00000265432	NA	All Cohorts
ENSG00000202383	NA	All Cohorts
ENSG00000277533	NA	All Cohorts
ENSG00000202151	NA	All Cohorts
ENSG00000207095	NA	All Cohorts
ENSG00000202245	NA	All Cohorts
ENSG00000201708	NA	All Cohorts
ENSG00000200444	NA	All Cohorts
ENSG00000276176	NA	All Cohorts
ENSG00000274994	NA	All Cohorts
ENSG00000266665	NA	All Cohorts
ENSG00000274740	NA	All Cohorts
ENSG00000201707	NA	All Cohorts
ENSG00000200468	NA	All Cohorts
ENSG00000198997	NA	All Cohorts
ENSG00000207594	NA	All Cohorts
ENSG00000199934	NA	All Cohorts
ENSG00000212278	NA	All Cohorts
ENSG00000202023	NA	All Cohorts
ENSG00000263453	NA	All Cohorts
ENSG00000199575	NA	All Cohorts
ENSG00000207330	NA	All Cohorts
ENSG00000266740	NA	All Cohorts
ENSG00000207695	NA	All Cohorts
ENSG00000194717	NA	All Cohorts
ENSG00000212528	NA	All Cohorts
ENSG00000252507	NA	All Cohorts
ENSG00000265392	NA	All Cohorts
ENSG00000263746	NA	All Cohorts
ENSG00000215938	NA	All Cohorts
ENSG00000207711	NA	All Cohorts
ENSG00000252141	NA	All Cohorts
ENSG00000273700	NA	All Cohorts
ENSG00000251787	NA	All Cohorts
ENSG00000200817	NA	All Cohorts
ENSG00000208006	NA	All Cohorts
ENSG00000221801	NA	All Cohorts
ENSG00000229745	NA	All Cohorts
ENSG00000207813	NA	All Cohorts
ENSG00000200089	NA	All Cohorts
ENSG00000221649	NA	All Cohorts
ENSG00000199402	NA	All Cohorts
ENSG00000239082	NA	All Cohorts
ENSG00000201162	NA	All Cohorts
ENSG00000252065	NA	All Cohorts
ENSG00000283170	NA	All Cohorts
ENSG00000206796	NA	All Cohorts
ENSG00000252413	NA	All Cohorts
ENSG00000263981	NA	All Cohorts
ENSG00000207190	NA	All Cohorts
ENSG00000265526	NA	All Cohorts
ENSG00000221614	NA	All Cohorts
ENSG00000200709	NA	All Cohorts
ENSG00000277636	NA	All Cohorts
ENSG00000252145	NA	All Cohorts
ENSG00000206970	NA	All Cohorts
ENSG00000239115	NA	All Cohorts
ENSG00000207982	NA	All Cohorts
ENSG00000275360	NA	All Cohorts
ENSG00000202329	NA	All Cohorts
ENSG00000207012	NA	All Cohorts
ENSG00000206827	NA	All Cohorts
ENSG00000216099	NA	All Cohorts
ENSG00000212374	NA	All Cohorts
ENSG00000236597	NA	All Cohorts
ENSG00000265673	NA	All Cohorts
ENSG00000248366	NA	All Cohorts
ENSG00000207552	NA	All Cohorts
ENSG00000265396	NA	All Cohorts
ENSG00000199104	NA	All Cohorts
ENSG00000201704	NA	All Cohorts
ENSG00000266704	NA	All Cohorts
ENSG00000212184	NA	All Cohorts
ENSG00000252705	NA	All Cohorts
ENSG00000283296	NA	All Cohorts
ENSG00000278465	NA	All Cohorts
ENSG00000207202	NA	All Cohorts
ENSG00000207731	NA	All Cohorts
ENSG00000266756	NA	All Cohorts
ENSG00000263642	NA	All Cohorts
ENSG00000283749	NA	All Cohorts
ENSG00000200216	NA	All Cohorts
ENSG00000264371	NA	All Cohorts
ENSG00000265333	NA	All Cohorts
ENSG00000207474	NA	All Cohorts
ENSG00000222303	NA	All Cohorts
ENSG00000283455	NA	All Cohorts
ENSG00000264603	NA	All Cohorts
ENSG00000283572	NA	All Cohorts
ENSG00000201318	NA	All Cohorts
ENSG00000251997	NA	All Cohorts
ENSG00000222761	NA	All Cohorts
ENSG00000222327	NA	All Cohorts
ENSG00000252174	NA	All Cohorts
ENSG00000199158	NA	All Cohorts
ENSG00000212344	NA	All Cohorts
ENSG00000266807	NA	All Cohorts
ENSG00000211826	NA	All Cohorts
ENSG00000212354	NA	All Cohorts
ENSG00000252247	NA	All Cohorts
ENSG00000202095	NA	All Cohorts
ENSG00000283159	NA	All Cohorts
ENSG00000266203	NA	All Cohorts
ENSG00000207862	NA	All Cohorts
ENSG00000201796	NA	All Cohorts
ENSG00000206974	NA	All Cohorts
ENSG00000201954	NA	All Cohorts
ENSG00000266719	NA	All Cohorts
ENSG00000264354	NA	All Cohorts
ENSG00000273882	NA	All Cohorts
ENSG00000211887	NA	All Cohorts
ENSG00000202026	NA	All Cohorts
ENSG00000202293	NA	All Cohorts
ENSG00000212133	NA	All Cohorts
ENSG00000264249	NA	All Cohorts
ENSG00000264800	NA	All Cohorts
ENSG00000238542	NA	All Cohorts
ENSG00000221680	NA	All Cohorts
ENSG00000271899	NA	All Cohorts
ENSG00000206701	NA	All Cohorts
ENSG00000264926	NA	All Cohorts
ENSG00000266228	NA	All Cohorts
ENSG00000216135	NA	All Cohorts
ENSG00000239118	NA	All Cohorts
ENSG00000263670	NA	All Cohorts
ENSG00000202569	NA	All Cohorts
ENSG00000199326	NA	All Cohorts
ENSG00000266890	NA	All Cohorts
ENSG00000201300	NA	All Cohorts
ENSG00000202431	NA	All Cohorts
ENSG00000265850	NA	All Cohorts
ENSG00000207504	NA	All Cohorts
ENSG00000206777	NA	All Cohorts
ENSG00000199088	NA	All Cohorts
ENSG00000252752	NA	All Cohorts
ENSG00000206915	NA	All Cohorts
ENSG00000233655	NA	All Cohorts
ENSG00000275429	NA	All Cohorts
ENSG00000263926	NA	All Cohorts
ENSG00000264470	NA	All Cohorts
ENSG00000275411	NA	All Cohorts
ENSG00000265932	NA	All Cohorts
ENSG00000200313	NA	All Cohorts
ENSG00000276733	NA	All Cohorts
ENSG00000207775	NA	All Cohorts
ENSG00000221017	NA	All Cohorts
ENSG00000212382	NA	All Cohorts
ENSG00000211888	NA	All Cohorts
ENSG00000276029	NA	All Cohorts
ENSG00000264342	NA	All Cohorts
ENSG00000199385	NA	All Cohorts
ENSG00000278672	NA	All Cohorts
ENSG00000264131	NA	All Cohorts
ENSG00000251831	NA	All Cohorts
ENSG00000264060	NA	All Cohorts
ENSG00000264210	NA	All Cohorts
ENSG00000221436	NA	All Cohorts
ENSG00000207705	NA	All Cohorts
ENSG00000201143	NA	All Cohorts
ENSG00000221355	NA	All Cohorts
ENSG00000278138	NA	All Cohorts
ENSG00000223215	NA	All Cohorts
ENSG00000201882	NA	All Cohorts
ENSG00000273885	NA	All Cohorts
ENSG00000207927	NA	All Cohorts
ENSG00000283492	NA	All Cohorts
ENSG00000221745	NA	All Cohorts
ENSG00000251906	NA	All Cohorts
ENSG00000265110	NA	All Cohorts
ENSG00000207742	NA	All Cohorts
ENSG00000207976	NA	All Cohorts
ENSG00000221545	NA	All Cohorts
ENSG00000202400	NA	All Cohorts
ENSG00000283561	NA	All Cohorts
ENSG00000266262	NA	All Cohorts
ENSG00000266461	NA	All Cohorts
ENSG00000265420	NA	All Cohorts
ENSG00000283682	NA	All Cohorts
ENSG00000278089	NA	All Cohorts
ENSG00000212167	NA	All Cohorts
ENSG00000221238	NA	All Cohorts
ENSG00000264722	NA	All Cohorts
ENSG00000201186	NA	All Cohorts
ENSG00000221782	NA	All Cohorts
ENSG00000206843	NA	All Cohorts
ENSG00000264623	NA	All Cohorts
ENSG00000266525	NA	All Cohorts
ENSG00000252353	NA	All Cohorts
ENSG00000264158	NA	All Cohorts
ENSG00000207415	NA	All Cohorts
ENSG00000206979	NA	All Cohorts
ENSG00000216058	NA	All Cohorts
ENSG00000278617	NA	All Cohorts
ENSG00000251943	NA	All Cohorts
ENSG00000263858	NA	All Cohorts
ENSG00000207328	NA	All Cohorts
ENSG00000251745	NA	All Cohorts
ENSG00000200763	NA	All Cohorts
ENSG00000207749	NA	All Cohorts
ENSG00000252828	NA	All Cohorts
ENSG00000211875	NA	All Cohorts
ENSG00000251960	NA	All Cohorts
ENSG00000199005	NA	All Cohorts
ENSG00000223294	NA	All Cohorts
ENSG00000274809	NA	All Cohorts
ENSG00000221662	NA	All Cohorts
ENSG00000281112	NA	All Cohorts
ENSG00000234932	NA	All Cohorts
ENSG00000200632	NA	All Cohorts
ENSG00000199784	NA	All Cohorts
ENSG00000207941	NA	All Cohorts
ENSG00000212409	NA	All Cohorts
ENSG00000200398	NA	All Cohorts
ENSG00000265056	NA	All Cohorts
ENSG00000252556	NA	All Cohorts
ENSG00000252182	NA	All Cohorts
ENSG00000251919	NA	All Cohorts
ENSG00000251781	NA	All Cohorts
ENSG00000201899	NA	All Cohorts
ENSG00000199921	NA	All Cohorts
ENSG00000275810	NA	All Cohorts
ENSG00000207735	NA	All Cohorts
ENSG00000199792	NA	All Cohorts
ENSG00000238735	NA	All Cohorts
ENSG00000263894	NA	All Cohorts
ENSG00000202270	NA	All Cohorts
ENSG00000266012	NA	All Cohorts
ENSG00000207981	NA	All Cohorts
ENSG00000211870	NA	All Cohorts
ENSG00000252454	NA	All Cohorts
ENSG00000265623	NA	All Cohorts
ENSG00000201436	NA	All Cohorts
ENSG00000238558	NA	All Cohorts
ENSG00000263730	NA	All Cohorts
ENSG00000252599	NA	All Cohorts
